,Mdisk,alpha,r_c,v_frag,Reff,Fmm
0,0.005,0.0001,140,10000,63.1211642585726,0.099371733933959
0,0.005,0.0001,200,1000,74.3454642919742,0.089358618808125
0,0.005,0.0001,200,3000,74.6029837739869,0.089785412065191
0,0.005,0.0001,200,6000,74.6017597755359,0.089811122945623
0,0.005,0.0001,200,10000,74.7297360620473,0.090050089713891
0,0.025,0.0001,20,1000,28.9818447415337,0.476166722488467
0,0.025,0.0001,20,3000,29.0364625290785,0.477079502000453
0,0.025,0.0001,20,6000,29.0242583426436,0.476730706455009
0,0.025,0.0001,20,10000,29.0242583725525,0.476730707936983
0,0.025,0.0001,80,1000,54.6620250138318,0.489977260920697
0,0.025,0.0001,80,3000,54.8389203758795,0.492454835437451
0,0.025,0.0001,80,6000,54.9111429801548,0.492755987871179
0,0.025,0.0001,80,10000,54.9244909641272,0.493543400498654
0,0.025,0.0001,140,1000,71.1878411386978,0.436762987806631
0,0.025,0.0001,140,3000,71.3788582810608,0.438776658346646
0,0.025,0.0001,140,6000,71.4676964799221,0.439189701005007
0,0.025,0.0001,140,10000,71.4810838015004,0.43993285375762
0,0.025,0.0001,200,1000,82.1067702178237,0.407409482421033
0,0.025,0.0001,200,3000,82.391497267153,0.408990351387451
0,0.025,0.0001,200,6000,82.3922827515889,0.409071195149948
0,0.025,0.0001,200,10000,82.5017633241821,0.410207755080932
0,0.05,0.0001,20,1000,34.0337651383847,0.667075556701913
0,0.05,0.0001,20,3000,34.1132795953646,0.668079867686556
0,0.05,0.0001,20,6000,34.1050053292753,0.667725119748337
0,0.05,0.0001,20,10000,34.157581476926,0.668800920963937
0,0.05,0.0001,80,1000,62.444578652925,0.827551918075455
0,0.05,0.0001,80,3000,62.6628488533768,0.830762041982556
0,0.05,0.0001,80,6000,62.684475497839,0.832036266125753
0,0.05,0.0001,80,10000,62.721569949573,0.831518480113115
0,0.05,0.0001,140,1000,78.8801042594036,0.777129645947702
0,0.05,0.0001,140,3000,79.1531998913936,0.780790176187692
0,0.05,0.0001,140,6000,79.1616683338478,0.781364695183965
0,0.05,0.0001,140,10000,79.1663505275143,0.781679879122133
0,0.05,0.0001,200,1000,89.5248623714253,0.740603647035128
0,0.05,0.0001,200,3000,89.7506599314851,0.745022913096498
0,0.05,0.0001,200,6000,89.8413390331769,0.745904934278183
0,0.05,0.0001,200,10000,89.8541169136014,0.74665809888822
0,0.1,0.0001,20,1000,39.7327710092147,0.897756377675703
0,0.1,0.0001,20,3000,39.8132175345028,0.900320378125165
0,0.1,0.0001,20,6000,39.8280180193173,0.900583442315497
0,0.1,0.0001,20,10000,39.8366719633216,0.900958519572732
0,0.1,0.0001,80,1000,72.7659599447002,1.32594068179172
0,0.1,0.0001,80,3000,72.9100193570399,1.33050928842104
0,0.1,0.0001,80,6000,72.976737989031,1.33246503958323
0,0.1,0.0001,80,10000,72.9915577837437,1.33327936793078
0,0.1,0.0001,140,1000,89.7854830419048,1.31751507922753
0,0.1,0.0001,140,3000,89.9920339311937,1.32438968415934
0,0.1,0.0001,140,6000,89.9801023558014,1.32364295136272
0,0.1,0.0001,140,10000,90.0600214273019,1.32601531835883
0,0.1,0.0001,200,1000,100.199582006019,1.28900524044439
0,0.1,0.0001,200,3000,100.463722730658,1.29550298124241
0,0.1,0.0001,200,6000,100.465928585533,1.29618884598724
0,0.1,0.0001,200,10000,100.521394495832,1.29659999663016
